City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
272,kajaani,64.23,27.73,50.0,46,25,9.17,FI,1590286647
273,kahului,20.89,-156.47,89.6,46,40,18.34,US,1590286515
274,nelson bay,-32.72,152.15,60.8,67,90,17.22,AU,1590286648
275,birjand,32.87,59.22,57.2,22,0,9.17,IR,1590286648
276,ossora,59.24,163.07,43.43,62,15,4.18,RU,1590286649
277,pale,43.82,18.57,52.21,86,66,3.65,BA,1590286649
278,longido,-2.73,36.68,62.24,84,73,10.31,TZ,1590286649
279,port lincoln,-34.73,135.87,57.15,68,100,12.86,AU,1590286651
280,chulumani,-16.41,-67.53,57.31,77,91,0.6,BO,1590286651
281,matay,28.42,30.78,62.26,60,0,9.82,EG,1590286652
282,butte,39.65,-121.57,82.4,20,1,4.7,US,1590286654
283,jiangyou,31.77,104.72,69.19,65,100,3.85,CN,1590286654
284,anadyr,64.75,177.48,42.8,90,40,6.71,RU,1590286654
285,presidente medici,-11.18,-61.9,65.59,75,100,6.46,BR,1590286654
286,pimentel,-6.84,-79.93,66.42,84,38,11.23,PE,1590286655
287,aksarka,66.56,67.8,49.12,63,74,10.45,RU,1590286657
288,leo,11.1,-2.1,81.95,64,0,8.55,BF,1590286657
289,fallon,39.47,-118.78,66.2,15,1,8.05,US,1590286658
290,ust-tsilma,65.44,52.15,37.85,75,100,3.8,RU,1590286658
291,manokwari,-0.87,134.08,82.96,76,79,4.38,ID,1590286659
292,tilichiki,60.47,166.1,38.21,76,85,8.97,RU,1590286659
293,waipawa,-41.41,175.52,57.99,77,100,3.85,NZ,1590286660
294,santa cruz,-17.8,-63.17,59.0,54,40,6.93,BO,1590286503
295,sao filipe,14.9,-24.5,75.36,67,0,8.21,CV,1590286661
296,komsomolskiy,40.43,71.72,71.6,40,0,9.17,UZ,1590286661
297,ahipara,-35.17,173.17,62.38,88,100,14.36,NZ,1590286661
298,jhinjhak,26.57,79.73,98.33,13,81,8.88,IN,1590286662
299,caraballeda,10.61,-66.85,73.99,73,34,10.29,VE,1590286662
300,nebug,44.17,39.0,48.06,69,99,7.25,RU,1590286662
301,nador,35.17,-2.93,68.0,82,75,4.65,MA,1590286663
302,caravelas,-17.71,-39.25,73.31,91,0,2.51,BR,1590286663
303,bam,29.11,58.36,80.91,16,0,6.67,IR,1590286664
304,seaford,50.77,0.1,52.0,79,100,5.01,GB,1590286391
305,henties bay,-22.12,14.28,65.89,52,0,7.29,NA,1590286665
306,vorozhba,51.17,34.22,36.81,93,0,3.31,UA,1590286666
307,trincomalee,8.57,81.23,83.68,79,61,14.74,LK,1590286666
308,aitape,-3.14,142.35,85.33,71,73,3.67,PG,1590286667
309,frolishchi,56.42,42.65,44.56,98,100,6.55,RU,1590286667
310,lamar,33.67,-95.58,78.8,83,1,10.29,US,1590286667
311,pahrump,36.21,-115.98,79.0,9,0,5.99,US,1590286668
312,lhokseumawe,5.18,97.15,84.29,69,95,4.92,ID,1590286668
313,haines junction,60.75,-137.51,61.81,31,100,7.29,CA,1590286669
314,port blair,11.67,92.75,85.86,69,100,5.61,IN,1590286669
315,hay river,60.82,-115.8,46.4,52,20,8.05,CA,1590286670
316,itarema,-2.92,-39.92,76.77,92,94,7.78,BR,1590286670
317,surubim,-7.83,-35.75,70.88,97,36,3.78,BR,1590286670
318,radcliff,37.84,-85.95,75.0,100,1,5.82,US,1590286671
319,jardim,-21.48,-56.14,51.42,85,0,4.07,BR,1590286671
320,coihaique,-45.58,-72.07,53.6,71,45,4.7,CL,1590286672
321,krasnozerskoye,53.98,79.24,66.9,66,100,7.23,RU,1590286673
322,wanaka,-44.7,169.15,54.34,56,86,1.28,NZ,1590286673
323,port hardy,50.7,-127.42,50.0,100,90,4.7,CA,1590286673
324,lufkin,31.34,-94.73,78.01,83,1,4.7,US,1590286647
325,sola,-13.88,167.55,79.99,70,1,7.65,VU,1590286674
326,balabac,7.99,117.06,87.35,71,69,13.02,PH,1590286674
327,pitogo,13.78,122.09,87.75,69,100,4.47,PH,1590286674
328,kuching,1.55,110.33,84.2,79,20,1.12,MY,1590286675
329,grenfell,-33.9,148.17,59.27,54,0,9.55,AU,1590286676
330,cururupu,-1.83,-44.87,76.1,94,34,3.06,BR,1590286676
331,mattru,7.62,-11.83,74.73,97,72,0.69,SL,1590286676
332,merauke,-8.47,140.33,79.25,76,94,14.79,ID,1590286643
333,campoverde,-8.48,-74.81,75.45,91,100,1.63,PE,1590286677
334,malpe,13.35,74.72,84.83,75,27,4.54,IN,1590286677
335,auki,-8.77,160.7,87.82,65,60,4.0,SB,1590286678
336,cap malheureux,-19.98,57.61,68.0,77,0,3.0,MU,1590286678
337,shuya,56.85,41.39,42.91,97,100,6.87,RU,1590286678
338,arvin,35.21,-118.83,79.0,29,0,5.01,US,1590286679
339,valparaiso,-33.04,-71.63,59.0,58,67,9.51,CL,1590286680
340,pasighat,28.07,95.33,80.04,77,28,3.42,IN,1590286681
341,lavrentiya,65.58,-171.0,33.8,96,99,4.97,RU,1590286681
342,puerto colombia,10.99,-74.95,84.2,83,40,6.93,CO,1590286681
343,bend,44.06,-121.32,59.0,43,100,8.77,US,1590286681
344,tuatapere,-46.13,167.68,51.08,89,100,1.59,NZ,1590286682
345,hambantota,6.12,81.12,83.23,79,100,17.74,LK,1590286682
346,clara,53.34,-7.61,52.0,88,100,13.0,IE,1590286682
347,stromness,58.97,-3.3,48.99,93,100,40.26,GB,1590286682
348,hwange,-18.37,26.5,52.93,70,0,2.17,ZW,1590286682
349,vila do maio,15.13,-23.22,71.6,73,20,5.82,CV,1590286683
350,baruun-urt,46.68,113.28,53.13,55,98,10.56,MN,1590286683
351,basco,20.45,121.97,82.63,83,100,27.72,PH,1590286684
352,haicheng,40.85,122.75,66.42,65,62,6.38,CN,1590286685
353,palmer,42.16,-72.33,53.6,46,1,9.17,US,1590286685
354,harseni,45.75,25.02,45.0,77,17,3.4,RO,1590286685
355,keuruu,62.27,24.7,46.99,52,100,8.05,FI,1590286685
356,cairns,-16.92,145.77,72.0,42,90,6.93,AU,1590286462
357,khash,28.22,61.22,72.0,44,0,1.61,IR,1590286686
358,sitka,57.05,-135.33,55.4,62,90,17.22,US,1590286687
359,carutapera,-1.2,-46.02,76.8,92,52,4.59,BR,1590286687
360,puerto leguizamo,-0.19,-74.78,74.23,97,100,1.59,CO,1590286687
361,sangar,63.92,127.47,61.54,35,97,1.41,RU,1590286687
362,siderno,38.28,16.3,69.01,87,1,10.69,IT,1590286688
363,jacmel,18.23,-72.53,84.2,70,47,17.22,HT,1590286688
364,yamada,39.47,141.95,69.22,64,10,7.49,JP,1590286447
365,saint-pierre,-21.34,55.48,68.0,68,40,10.29,RE,1590286689
366,hit,33.64,42.83,81.97,30,95,6.44,IQ,1590286689
367,kaabong,3.48,34.15,63.64,83,6,8.9,UG,1590286689
368,balod,20.73,81.2,93.04,22,12,15.05,IN,1590286690
369,yaan,7.38,8.57,78.17,83,100,7.87,NG,1590286690
370,nevel,56.02,29.93,36.03,87,2,0.76,RU,1590286691
371,amarante do maranhao,-5.57,-46.74,74.26,88,0,2.1,BR,1590286692
372,conde,-7.26,-34.91,73.4,100,75,4.7,BR,1590286692
373,teya,60.38,92.63,73.38,32,0,4.9,RU,1590286693
374,wajid,3.81,43.25,72.01,82,6,14.07,SO,1590286693
375,shenjiamen,29.96,122.3,72.25,86,0,7.11,CN,1590286693
376,keningau,5.34,116.16,87.8,84,20,4.7,MY,1590286693
377,lujan,-34.57,-59.1,46.99,79,97,4.81,AR,1590286693
378,dingle,11.0,122.67,89.29,62,100,5.32,PH,1590286694
379,belyy yar,53.6,91.39,64.4,63,0,2.24,RU,1590286694
380,kostomuksha,64.57,30.58,42.22,66,0,6.24,RU,1590286694
381,ormara,25.21,64.64,82.04,86,3,16.04,PK,1590286694
382,pompeia,-22.11,-50.17,50.11,84,100,4.07,BR,1590286695
383,mwanza,-2.52,32.9,66.2,72,20,5.82,TZ,1590286695
384,harper,4.38,-7.72,78.01,86,64,2.84,LR,1590286584
385,varkkallai,8.73,76.71,84.2,83,40,6.93,IN,1590286696
386,chapais,49.78,-74.85,46.4,45,1,4.7,CA,1590286696
387,olovyannaya,50.95,115.57,57.81,37,0,19.33,RU,1590286697
388,russell,32.35,-85.2,80.6,88,1,1.21,US,1590286697
389,bonavista,48.65,-53.11,41.0,68,77,15.01,CA,1590286697
390,bubaque,11.28,-15.83,78.73,80,32,12.68,GW,1590286698
391,pitsunda,43.16,40.34,46.4,87,52,6.71,GE,1590286699
392,kaitangata,-46.28,169.85,57.0,65,91,1.99,NZ,1590286701
393,nikolskoye,59.7,30.79,39.99,74,0,2.24,RU,1590286702
394,cabo san lucas,22.89,-109.91,82.0,77,5,13.87,MX,1590286703
395,shimoda,34.67,138.95,69.8,83,40,12.75,JP,1590286703
396,biltine,14.53,20.92,85.01,33,67,7.38,TD,1590286704
397,pangnirtung,66.15,-65.71,19.6,91,5,5.68,CA,1590286704
398,hastings,50.86,0.57,52.0,74,100,4.0,GB,1590286705
399,bandundu,-3.32,17.37,73.38,92,90,2.66,CD,1590286706
400,nalut,30.33,10.85,66.74,35,96,15.55,LY,1590286707
401,ovalle,-30.6,-71.2,53.4,56,13,0.78,CL,1590286708
402,tighina,46.83,29.47,44.6,70,39,6.93,MD,1590286708
403,wattegama,6.8,81.48,80.51,78,100,3.62,LK,1590286712
404,magadan,59.57,150.8,43.92,67,98,6.93,RU,1590286713
405,waingapu,-9.66,120.26,82.99,76,11,13.87,ID,1590286713
406,kudat,6.88,116.85,87.8,74,75,5.82,MY,1590286713
407,kolpashevo,58.31,82.91,64.13,61,44,9.51,RU,1590286713
408,rivarolo canavese,45.33,7.72,59.0,72,90,3.36,IT,1590286714
409,rosetta,31.4,30.42,68.0,64,40,20.8,EG,1590286714
410,mount gambier,-37.83,140.77,51.8,81,90,13.87,AU,1590286714
411,port hawkesbury,45.62,-61.35,32.0,93,1,4.7,CA,1590286714
412,hoquiam,46.98,-123.89,55.99,62,20,6.93,US,1590286716
413,doliana,39.9,20.58,57.99,93,0,1.12,GR,1590286717
414,iquitos,-3.75,-73.25,77.0,94,90,1.74,PE,1590286621
415,blagoyevo,63.37,47.92,37.4,77,4,3.22,RU,1590286719
416,samana,19.21,-69.34,78.64,89,100,3.11,DO,1590286719
417,roseburg,43.22,-123.34,69.8,30,1,9.17,US,1590286720
418,kieta,-6.22,155.63,85.23,67,95,5.68,PG,1590286720
419,rumuruti,0.27,36.54,59.63,90,63,1.79,KE,1590286722
420,beyneu,45.32,55.2,71.56,60,0,7.27,KZ,1590286722
421,korla,41.76,86.15,71.01,82,29,10.13,CN,1590286723
422,kavieng,-2.57,150.8,85.24,69,100,3.06,PG,1590286724
423,shatsk,54.03,41.71,44.83,91,100,3.44,RU,1590286725
424,ixtapa,20.7,-105.2,78.8,83,90,6.93,MX,1590286725
425,valdivia,-39.81,-73.25,48.2,100,90,2.24,CL,1590286727
426,lermontovka,47.15,134.34,60.62,67,99,6.08,RU,1590286728
427,college,64.86,-147.8,73.99,26,75,3.36,US,1590286728
428,turka,49.15,23.03,51.01,74,100,6.15,UA,1590286728
429,mufumbwe,-13.68,24.8,51.39,71,0,4.45,ZM,1590286729
430,huarmey,-10.07,-78.15,65.68,81,39,6.82,PE,1590286729
431,pacific grove,36.62,-121.92,63.0,59,1,12.75,US,1590286621
432,benghazi,32.12,20.07,66.0,81,0,9.82,LY,1590286730
433,kasongo-lunda,-6.47,16.82,71.38,75,45,0.72,CD,1590286731
434,walvis bay,-22.96,14.51,69.8,30,0,12.75,NA,1590286731
435,linhai,28.85,121.12,82.99,52,9,0.27,CN,1590286561
436,obo,5.4,26.49,67.95,95,92,1.88,CF,1590286731
437,coahuayana,18.73,-103.68,75.33,85,47,3.06,MX,1590286732
438,yurkivka,49.01,31.1,39.51,89,0,3.87,UA,1590286538
439,krasnyy chikoy,50.36,108.75,60.85,42,100,1.74,RU,1590286733
440,san cristobal,7.77,-72.22,68.07,89,84,4.16,VE,1590286490
441,risor,58.72,9.23,50.0,95,100,5.99,NO,1590286733
442,puerto escondido,15.85,-97.07,82.71,72,1,5.35,MX,1590286734
443,sereflikochisar,38.94,33.54,43.21,79,19,14.99,TR,1590286734
444,adrar,20.5,-10.07,81.48,15,0,8.5,MR,1590286734
445,daru,-9.08,143.21,78.69,82,99,11.14,PG,1590286734
446,hualmay,-11.1,-77.61,63.9,83,56,6.4,PE,1590286735
447,nishihara,26.18,127.76,80.01,83,75,8.05,JP,1590286735
448,ravar,31.27,56.81,74.41,18,0,2.55,IR,1590286736
449,broome,42.25,-75.83,64.4,77,1,8.05,US,1590286736
450,mogzon,51.74,111.96,57.76,35,41,6.53,RU,1590286736
451,eatonton,33.33,-83.39,73.99,88,46,2.42,US,1590286737
452,general pico,-35.66,-63.76,44.85,57,86,9.71,AR,1590286738
453,hokitika,-42.72,170.97,57.42,65,100,6.76,NZ,1590286739
454,husavik,66.04,-17.34,30.2,92,0,8.05,IS,1590286739
455,muravlenko,63.79,74.52,53.51,73,40,18.32,RU,1590286739
456,spokane,47.62,-117.37,61.0,44,75,4.7,US,1590286467
457,northam,51.03,-4.22,54.0,93,66,10.0,GB,1590286740
458,losino-petrovskiy,55.87,38.2,45.0,87,20,4.47,RU,1590286740
459,teknaf,20.86,92.31,85.78,71,17,6.11,BD,1590286740
460,pisco,-13.7,-76.22,64.4,82,75,4.7,PE,1590286740
461,sibiti,-3.68,13.35,70.86,100,100,1.16,CG,1590286741
462,tres arroyos,-38.37,-60.28,48.27,52,100,16.44,AR,1590286741
463,lata,40.16,-8.33,62.01,93,100,2.13,PT,1590286741
464,sokolo,14.73,-6.12,81.3,15,0,4.32,ML,1590286742
465,kiruna,67.86,20.23,41.0,75,93,5.82,SE,1590286743
466,saint-augustin,51.23,-58.65,38.66,71,0,13.4,CA,1590286743
467,xining,36.62,101.77,51.55,46,100,5.35,CN,1590286743
468,togur,58.36,82.83,64.13,61,42,9.78,RU,1590286744
469,spring valley,36.11,-115.25,82.4,6,20,12.75,US,1590286744
470,rodrigues alves,-7.74,-72.65,73.26,97,61,2.93,BR,1590286744
471,paita,-5.09,-81.11,68.52,79,0,12.86,PE,1590286744
472,samarai,-10.62,150.67,79.3,88,100,15.39,PG,1590286745
473,axim,4.87,-2.24,78.98,84,15,6.02,GH,1590286500
474,timizart,36.8,4.27,63.84,51,0,4.03,DZ,1590286748
475,todos santos,23.45,-110.22,64.99,82,1,3.0,MX,1590286748
476,santa vitoria do palmar,-33.52,-53.37,56.62,83,59,12.97,BR,1590286748
477,bazarnyye mataki,54.88,49.93,50.02,89,99,10.31,RU,1590286749
478,vammala,61.33,22.9,48.2,49,100,6.93,FI,1590286749
479,ende,-8.84,121.66,85.03,68,16,2.39,ID,1590286749
480,yenagoa,4.92,6.26,75.9,93,41,2.37,NG,1590286749
481,holme,56.11,10.17,53.6,81,100,9.17,DK,1590286749
482,progress,40.29,-76.83,68.0,88,75,3.36,US,1590286750
483,namatanai,-3.67,152.43,86.41,65,100,3.2,PG,1590286750
484,yarada,17.65,83.27,86.0,84,40,8.05,IN,1590286751
485,segou,13.43,-6.22,86.67,13,0,4.74,ML,1590286751
486,ardakan,32.31,54.02,69.8,22,20,2.24,IR,1590286751
487,los llanos de aridane,28.66,-17.92,78.01,82,98,16.11,ES,1590286752
488,acarau,-2.89,-40.12,77.29,91,96,8.37,BR,1590286753
489,hami,42.8,93.45,73.6,25,98,8.84,CN,1590286753
490,rio grande,-32.03,-52.1,59.0,99,79,7.0,BR,1590286753
491,lincoln,40.8,-96.67,73.99,69,1,9.17,US,1590286753
492,tommot,58.96,126.29,59.36,34,100,6.46,RU,1590286754
493,jackson,42.42,-122.83,71.6,21,1,10.29,US,1590286531
494,chilca,-12.52,-76.74,62.6,88,40,3.36,PE,1590286754
495,white rock,49.02,-122.8,62.01,75,100,6.55,CA,1590286603
496,lasa,46.62,10.7,48.2,81,40,6.93,IT,1590286755
497,show low,34.25,-110.03,64.4,15,1,19.46,US,1590286755
498,sobolevo,54.43,31.9,35.33,94,21,3.83,RU,1590286756
499,asosa,10.07,34.53,63.32,89,25,3.89,ET,1590286757
500,erzin,36.96,36.2,62.6,100,75,3.36,TR,1590286757
501,gat,31.61,34.76,68.0,77,33,1.99,IL,1590286759
502,leh,34.17,77.58,45.82,52,99,2.98,IN,1590286759
503,tinskoy,56.15,96.92,74.43,32,0,2.55,RU,1590286759
504,isangel,-19.55,169.27,80.6,69,75,5.82,VU,1590286760
505,sept-iles,50.2,-66.38,39.2,64,75,2.24,CA,1590286760
506,kargasok,59.06,80.86,56.53,77,100,10.42,RU,1590286760
507,codrington,-38.27,141.97,51.73,72,100,13.09,AU,1590286761
508,methoni,36.82,21.7,64.99,93,0,5.03,GR,1590286761
509,praia,14.92,-23.51,71.6,73,20,5.82,CV,1590286507
510,srednekolymsk,67.45,153.68,42.87,58,100,5.32,RU,1590286761
511,mount isa,-20.73,139.5,64.4,48,40,14.99,AU,1590286762
512,opuwo,-18.06,13.84,58.12,46,0,7.49,NA,1590286763
513,novita,4.96,-76.61,77.47,91,94,1.57,CO,1590286764
514,smoky lake,54.12,-112.47,49.87,73,100,2.39,CA,1590286693
515,raduzhnyy,62.1,77.47,57.18,67,4,13.73,RU,1590286764
516,palu,-0.89,119.87,86.13,62,100,1.66,ID,1590286766
517,alexandria,31.22,29.96,68.0,64,40,20.8,EG,1590286517
518,khuzhir,53.19,107.34,47.88,63,20,0.65,RU,1590286766
519,mersing,2.43,103.84,77.0,100,20,4.7,MY,1590286766
520,sambava,-14.27,50.17,72.93,86,3,13.04,MG,1590286767
521,yermakovskoye,53.28,92.4,66.27,63,0,6.71,RU,1590286767
522,san patricio,19.22,-104.7,80.6,74,5,7.07,MX,1590286768
523,vostok,46.49,135.88,59.49,69,100,3.42,RU,1590286768
524,aripuana,-9.17,-60.63,70.92,97,100,3.69,BR,1590286768
525,rosario,-32.95,-60.64,48.0,81,51,4.7,AR,1590286716
526,tsaratanana,-16.78,47.65,66.72,73,7,10.51,MG,1590286769
527,ruteng,-8.61,120.47,74.46,81,40,0.98,ID,1590286769
528,khelyulya,61.73,30.68,39.31,73,0,5.06,RU,1590286769
529,sao joao da barra,-21.64,-41.05,73.76,89,2,10.63,BR,1590286769
530,bathsheba,13.22,-59.52,80.6,74,20,13.87,BB,1590286770
531,santa lucia,27.91,-15.54,75.2,50,1,23.04,ES,1590286770
532,thabazimbi,-24.59,27.41,46.0,86,0,2.1,ZA,1590286771
533,pilar,-9.6,-35.96,73.4,100,75,2.24,BR,1590286771
534,derzhavinsk,51.1,66.32,72.99,53,20,11.23,KZ,1590286772
535,soure,-0.72,-48.52,80.13,83,97,6.67,BR,1590286773
536,knysna,-34.04,23.05,51.8,87,0,4.7,ZA,1590286773
537,fare,-16.7,-151.02,81.73,76,20,16.28,PF,1590286774
538,kango,0.19,10.1,75.27,95,100,0.72,GA,1590286775
539,cabedelo,-6.98,-34.83,73.4,100,75,4.7,BR,1590286775
540,coos bay,43.37,-124.22,64.0,71,1,18.34,US,1590286775
541,platanos,37.67,21.62,59.0,93,0,3.36,GR,1590286775
542,turukhansk,65.82,87.98,61.79,69,63,8.61,RU,1590286777
543,achacachi,-16.05,-68.68,42.33,60,0,6.49,BO,1590286777
544,lesnoye,58.28,35.52,36.86,95,2,1.54,RU,1590286777
